Name,hermes.d.vmsub.zxpt.pi+
Comment,HERMES deutron-to-pi+ (zxpt-3D) vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.vmsub.zxpt.pi+.57,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1467474,0.1,0.2,0.2108918,0.15,0.25,7.921337,0.06597386,0.8702843,0.19913162481824825,0.009114111098696353,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.58,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1488969,0.1,0.2,0.3129125,0.25,0.35,8.465892,0.06568872,0.6636322,0.21282099593740417,0.009114111098696354,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.59,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1517834,0.1,0.2,0.4190171,0.35,0.45,6.494294,0.06272875,0.4664906,0.16325770716072308,0.009114111098696349,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.60,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1546776,0.1,0.2,0.5550229,0.45,0.6,3.654731,0.05162258,0.3720247,0.09187496028809546,0.006076074065797569,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.61,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1584326,0.1,0.2,0.7420438,0.6,0.8,1.348925,0.05072907,0.2445954,0.03391013751945606,0.0045570555493481745,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.62,1 - 1 - 2011,52.657444,1.2318380575384087,1.0,4.47213595499958,0.06102866,0.047,0.075,0.1667968,0.1,0.2,0.9803013,0.8,1.2,0.204376,0.04473387,0.03710858,0.005137734318569492,0.0022785277746740886,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.63,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2247847,0.2,0.25,0.1011647,0.0,0.15,1.790476,0.03017169,0.1519995,0.04501012835056479,0.01215214813159514,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.64,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.225657,0.2,0.25,0.2053781,0.15,0.25,3.816956,0.05355981,0.1499373,0.09595307586834918,0.018228222197392712,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.65,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2275699,0.2,0.25,0.3057087,0.25,0.35,4.502077,0.05968682,0.1648335,0.1131760848032175,0.018228222197392712,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.66,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2285505,0.2,0.25,0.4073006,0.35,0.45,3.916133,0.05300161,0.1632115,0.09844625058804604,0.0182282221973927,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.67,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.231555,0.2,0.25,0.5321468,0.45,0.6,2.525937,0.03488023,0.05686017,0.06349861633188078,0.012152148131595143,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.68,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2396768,0.2,0.25,0.7252111,0.6,0.8,0.9496876,0.02365451,0.1125191,0.023873852969232667,0.00911411109869635,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.69,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2456023,0.2,0.25,0.9923212,0.8,1.2,0.1610185,0.01261873,0.01924098,0.004047785813278378,0.004557055549348178,True,0.1,0.85,10.0,10000.0,0.938,0.139
