Name,hermes.p.vmsub.zxpt.k+
Comment,HERMES proton-to-k+ (zxpt-3D) vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,334
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.p.vmsub.zxpt.k+.58,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.1513554,0.1,0.2,0.3152297,0.25,0.35,0.8378436,0.03173566,0.1131968,0.02002525094253348,0.00860600381704714,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.59,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.1471056,0.1,0.2,0.4129377,0.35,0.45,0.8379629,0.03329491,0.225124,0.020028102324864794,0.008606003817047134,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.60,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.1506873,0.1,0.2,0.5446668,0.45,0.6,0.5255352,0.02817942,0.2242317,0.012560786117044424,0.005737335878031426,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.61,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.1660136,0.1,0.2,0.7705407,0.6,0.8,0.1476487,0.02630454,0.0629768,0.0035289429540773993,0.004303001908523567,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.62,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.223498,0.2,0.25,1.282488,0.8,1.2,0.05889408,0.03407766,0.02509382,0.0014076239658924914,0.004303001908523571,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.63,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.2248406,0.2,0.25,0.1019543,0.0,0.15,0.2465833,0.01551665,0.02224997,0.00589357304959782,0.011474671756062853,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.64,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.2254691,0.2,0.25,0.2018396,0.15,0.25,0.5886451,0.02703116,0.1168442,0.014069172150497676,0.017212007634094282,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.65,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.2255212,0.2,0.25,0.300978,0.25,0.35,0.6367159,0.02888532,0.2632303,0.015218109533331822,0.017212007634094285,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.66,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.2273681,0.2,0.25,0.403403,0.35,0.45,0.5116815,0.02532875,0.2116386,0.012229669642582392,0.017212007634094275,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.67,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.2286185,0.2,0.25,0.5292908,0.45,0.6,0.3072683,0.01643448,0.1270354,0.0073440016897970695,0.011474671756062857,True,0.1,0.85,10.0,10000.0,0.938,0.494
